ReceiptTotalDisplay,Reimbursee,FilingDate,ReceiptTotal,ReportTypeId,EndingDateDisplay,EndingBalanceDisplay,ReportCandidateFirstName,ReceiptItemizedTotalDisplay,BeginningBalanceDisplay,ReportTypeDescription,ExpenditureItemizedTotalDisplay,Category,ReceiptUnitemizedTotalDisplay,InkindTotalDisplay,ReportYear,ExpenditureTotalDisplay,ReportingPeriod,SavingsTotalDisplay,IsAmendment,Ui,PaymentsDisplay,LiabilityTotalDisplay,BeginningDateDisplay,AmendmentReason,FilingDateShortDisplay,ExpenditureUnitemizedTotalDisplay,FullNameReverse,CpfId,FilingId,IsAmended,Id,ReportId,FilingMechanism,FilingDateDisplay
$0.00,,2013-12-04T12:37:29.937,0.0,72,11/30/2013,$0.00,Lawrence J.,$0.00,$0.00,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2013,$0.00,11/16/13 - 11/30/13,$0.00,False,,$0.00,$0.00,11/16/2013,,12/4/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,184710,184710,Web Reporter 2.0,12/4/2013
$0.00,,2013-11-18T10:58:51.257,0.0,71,11/15/2013,$0.00,Lawrence J.,$0.00,$0.00,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,11/1/13 - 11/15/13,$0.00,False,,$0.00,$0.00,11/1/2013,,11/18/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,183710,183710,Web Reporter 2.0,11/18/2013
$0.00,,2013-11-05T09:53:40.077,0.0,72,10/31/2013,$0.00,Lawrence J.,$0.00,$0.00,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2013,$0.00,10/16/13 - 10/31/13,$0.00,False,,$0.00,$0.00,10/16/2013,,11/5/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,182956,182956,Web Reporter 2.0,11/5/2013
$0.00,,2013-10-17T11:29:16,0.0,71,10/15/2013,$0.00,Lawrence J.,$0.00,$169.03,Bank Report (Days 1-15),$169.03,D,$0.00,$0.00,2013,$169.03,10/1/13 - 10/15/13,$0.00,False,,$0.00,$0.00,10/1/2013,,10/17/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,181485,181485,Web Reporter 2.0,10/17/2013
$125.30,,2013-10-03T10:57:32.76,125.3,72,9/30/2013,$169.03,Lawrence J.,$125.30,$43.73,Bank Report (Days 16-End),$0.00,D,$0.00,$0.00,2013,$0.00,9/16/13 - 9/30/13,$0.00,False,,$0.00,$0.00,9/16/2013,,10/3/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,180527,180527,Web Reporter 2.0,10/3/2013
$0.00,,2013-09-20T14:09:31.91,0.0,71,9/15/2013,$43.73,Lawrence J.,$0.00,$43.73,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,9/1/13 - 9/15/13,$0.00,False,,$0.00,$0.00,9/1/2013,,9/20/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,179639,179639,Web Reporter 2.0,9/20/2013
$0.00,,2013-09-05T11:50:46.33,0.0,72,8/31/2013,$43.73,Lawrence J.,$0.00,$52.68,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,8/16/13 - 8/31/13,$0.00,False,,$0.00,$0.00,8/16/2013,,9/5/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,178533,178533,Web Reporter 2.0,9/5/2013
$0.00,,2013-08-16T12:49:50.253,0.0,71,8/15/2013,$52.68,Lawrence J.,$0.00,$52.68,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,8/1/13 - 8/15/13,$0.00,False,,$0.00,$0.00,8/1/2013,,8/16/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,177078,177078,Web Reporter 2.0,8/16/2013
$0.00,,2013-08-02T13:49:24.21,0.0,72,7/31/2013,$52.68,Lawrence J.,$0.00,$61.63,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,7/16/13 - 7/31/13,$0.00,False,,$0.00,$0.00,7/16/2013,,8/2/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,176375,176375,Web Reporter 2.0,8/2/2013
$0.00,,2013-07-17T12:57:15.693,0.0,71,7/15/2013,$61.63,Lawrence J.,$0.00,$61.63,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,7/1/13 - 7/15/13,$0.00,False,,$0.00,$0.00,7/1/2013,,7/17/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,174783,174783,Web Reporter 2.0,7/17/2013
$0.00,,2013-07-02T13:30:21.26,0.0,72,6/30/2013,$61.63,Lawrence J.,$0.00,$70.58,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,6/16/13 - 6/30/13,$0.00,False,,$0.00,$0.00,6/16/2013,,7/2/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,173613,173613,Web Reporter 2.0,7/2/2013
$0.00,,2013-06-19T13:02:30.263,0.0,71,6/15/2013,$70.58,Lawrence J.,$0.00,$70.58,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,6/1/13 - 6/15/13,$0.00,False,,$0.00,$0.00,6/1/2013,,6/19/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,172695,172695,Web Reporter 2.0,6/19/2013
$0.00,,2013-06-03T09:23:33.41,0.0,72,5/31/2013,$70.58,Lawrence J.,$0.00,$79.53,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,5/16/13 - 5/31/13,$0.00,False,,$0.00,$0.00,5/16/2013,,6/3/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,171453,171453,Web Reporter 2.0,6/3/2013
$0.00,,2013-05-17T11:38:11.5,0.0,71,5/15/2013,$79.53,Lawrence J.,$0.00,$79.53,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,5/1/13 - 5/15/13,$0.00,False,,$0.00,$0.00,5/1/2013,,5/17/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,170794,170794,Web Reporter 2.0,5/17/2013
$0.00,,2013-05-02T14:31:51.633,0.0,72,4/30/2013,$79.53,Lawrence J.,$0.00,$88.48,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,4/16/13 - 4/30/13,$0.00,False,,$0.00,$0.00,4/16/2013,,5/2/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,169954,169954,Web Reporter 2.0,5/2/2013
$0.00,,2013-04-17T11:14:42.927,0.0,71,4/15/2013,$88.48,Lawrence J.,$0.00,$88.48,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,4/1/13 - 4/15/13,$0.00,False,,$0.00,$0.00,4/1/2013,,4/17/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,169323,169323,Web Reporter 2.0,4/17/2013
$0.00,,2013-04-02T14:42:55.75,0.0,72,3/31/2013,$88.48,Lawrence J.,$0.00,$97.43,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,3/16/13 - 3/31/13,$0.00,False,,$0.00,$0.00,3/16/2013,,4/2/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,168749,168749,Web Reporter 2.0,4/2/2013
$0.00,,2013-03-19T16:24:19.47,0.0,71,3/15/2013,$97.43,Lawrence J.,$0.00,$97.43,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,3/1/13 - 3/15/13,$0.00,False,,$0.00,$0.00,3/1/2013,,3/19/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,168245,168245,Web Reporter 2.0,3/19/2013
$0.00,,2013-03-04T12:12:51.537,0.0,72,2/28/2013,$97.43,Lawrence J.,$0.00,$106.38,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,2/16/13 - 2/28/13,$0.00,False,,$0.00,$0.00,2/16/2013,,3/4/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,167643,167643,Web Reporter 2.0,3/4/2013
$0.00,,2013-02-19T17:02:27.543,0.0,71,2/15/2013,$106.38,Lawrence J.,$0.00,$106.38,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,2/1/13 - 2/15/13,$0.00,False,,$0.00,$0.00,2/1/2013,,2/19/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,167223,167223,Web Reporter 2.0,2/19/2013
$0.00,,2013-02-04T15:10:18.32,0.0,72,1/31/2013,$106.38,Lawrence J.,$0.00,$115.33,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2013,$8.95,1/16/13 - 1/31/13,$0.00,False,,$0.00,$0.00,1/16/2013,,2/4/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,166703,166703,Web Reporter 2.0,2/4/2013
$0.00,,2013-01-16T12:33:32.61,0.0,71,1/15/2013,$115.33,Lawrence J.,$0.00,$115.33,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2013,$0.00,1/1/13 - 1/15/13,$0.00,False,,$0.00,$0.00,1/1/2013,,1/16/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,164953,164953,Web Reporter 2.0,1/16/2013
$0.00,,2013-01-02T11:56:00.777,0.0,72,12/31/2012,$115.33,Lawrence J.,$0.00,$124.28,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,12/16/12 - 12/31/12,$0.00,False,,$0.00,$0.00,12/16/2012,,1/2/2013,$0.00,"Adkins, Lawrence J.",14422,60001,False,163811,163811,Web Reporter 2.0,1/2/2013
$0.00,,2012-12-18T13:47:56.86,0.0,71,12/15/2012,$124.28,Lawrence J.,$0.00,$124.28,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,12/1/12 - 12/15/12,$0.00,False,,$0.00,$0.00,12/1/2012,,12/18/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,163416,163416,Web Reporter 2.0,12/18/2012
$0.00,,2012-12-04T08:35:09.537,0.0,72,11/30/2012,$124.28,Lawrence J.,$0.00,$133.23,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,11/16/12 - 11/30/12,$0.00,False,,$0.00,$0.00,11/16/2012,,12/4/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,162648,162648,Web Reporter 2.0,12/4/2012
$0.00,,2012-11-19T11:21:19.823,0.0,71,11/15/2012,$133.23,Lawrence J.,$0.00,$133.23,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,11/1/12 - 11/15/12,$0.00,False,,$0.00,$0.00,11/1/2012,,11/19/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,162140,162140,Web Reporter 2.0,11/19/2012
$0.00,,2012-11-02T11:28:56.59,0.0,72,10/31/2012,$133.23,Lawrence J.,$0.00,$142.18,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,10/16/12 - 10/31/12,$0.00,False,,$0.00,$0.00,10/16/2012,,11/2/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,161506,161506,Web Reporter 2.0,11/2/2012
$0.00,,2012-10-17T16:15:01.53,0.0,71,10/15/2012,$142.18,Lawrence J.,$0.00,$142.18,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,10/1/12 - 10/15/12,$0.00,False,,$0.00,$0.00,10/1/2012,,10/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,159824,159824,Web Reporter 2.0,10/17/2012
$0.00,,2012-10-04T11:30:45.567,0.0,72,9/30/2012,$142.18,Lawrence J.,$0.00,$151.13,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,9/16/12 - 9/30/12,$0.00,False,,$0.00,$0.00,9/16/2012,,10/4/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,159298,159298,Web Reporter 2.0,10/4/2012
$0.00,,2012-09-17T12:30:52.147,0.0,71,9/15/2012,$151.13,Lawrence J.,$0.00,$151.13,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,9/1/12 - 9/15/12,$0.00,False,,$0.00,$0.00,9/1/2012,,9/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,158369,158369,Web Reporter 2.0,9/17/2012
$0.00,,2012-09-05T15:33:08.963,0.0,72,8/31/2012,$151.13,Lawrence J.,$0.00,$160.08,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,8/16/12 - 8/31/12,$0.00,False,,$0.00,$0.00,8/16/2012,,9/5/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,158031,158031,Web Reporter 2.0,9/5/2012
$0.00,,2012-08-16T09:10:12.65,0.0,71,8/15/2012,$160.08,Lawrence J.,$0.00,$160.08,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,8/1/12 - 8/15/12,$0.00,False,,$0.00,$0.00,8/1/2012,,8/16/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,155986,155986,Web Reporter 2.0,8/16/2012
$0.00,,2012-08-02T08:01:23.293,0.0,72,7/31/2012,$160.08,Lawrence J.,$0.00,$169.03,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,7/16/12 - 7/31/12,$0.00,False,,$0.00,$0.00,7/16/2012,,8/2/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,155404,155404,Web Reporter 2.0,8/2/2012
$0.00,,2012-07-17T08:44:01.157,0.0,71,7/15/2012,$169.03,Lawrence J.,$0.00,$169.03,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,7/1/12 - 7/15/12,$0.00,False,,$0.00,$0.00,7/1/2012,,7/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,154803,154803,Web Reporter 2.0,7/17/2012
$0.00,,2012-07-03T14:57:17.897,0.0,72,6/30/2012,$169.03,Lawrence J.,$0.00,$177.98,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,6/16/12 - 6/30/12,$0.00,False,,$0.00,$0.00,6/16/2012,,7/3/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,154316,154316,Web Reporter 2.0,7/3/2012
$0.00,,2012-06-19T09:20:13.19,0.0,71,6/15/2012,$177.98,Lawrence J.,$0.00,$177.98,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,6/1/12 - 6/15/12,$0.00,False,,$0.00,$0.00,6/1/2012,,6/19/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,153624,153624,Web Reporter 2.0,6/19/2012
$0.00,,2012-06-05T12:26:14.56,0.0,72,5/31/2012,$177.98,Lawrence J.,$0.00,$186.93,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,5/16/12 - 5/31/12,$0.00,False,,$0.00,$0.00,5/16/2012,,6/5/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,153176,153176,Web Reporter 2.0,6/5/2012
$0.00,,2012-05-16T15:14:38.193,0.0,71,5/15/2012,$186.93,Lawrence J.,$0.00,$186.93,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,5/1/12 - 5/15/12,$0.00,False,,$0.00,$0.00,5/1/2012,,5/16/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,152480,152480,Web Reporter 2.0,5/16/2012
$0.00,,2012-05-01T15:54:10.543,0.0,72,4/30/2012,$186.93,Lawrence J.,$0.00,$195.88,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,4/16/12 - 4/30/12,$0.00,False,,$0.00,$0.00,4/16/2012,,5/1/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,151948,151948,Web Reporter 2.0,5/1/2012
$0.00,,2012-04-17T13:31:17.06,0.0,71,4/15/2012,$195.88,Lawrence J.,$0.00,$195.88,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,4/1/12 - 4/15/12,$0.00,False,,$0.00,$0.00,4/1/2012,,4/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,151528,151528,Web Reporter 2.0,4/17/2012
$0.00,,2012-04-03T08:32:24.14,0.0,72,3/31/2012,$195.88,Lawrence J.,$0.00,$204.83,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,3/16/12 - 3/31/12,$0.00,False,,$0.00,$0.00,3/16/2012,,4/3/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,150921,150921,Web Reporter 2.0,4/3/2012
$0.00,,2012-03-19T09:20:49.37,0.0,71,3/15/2012,$204.83,Lawrence J.,$0.00,$204.83,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,3/1/12 - 3/15/12,$0.00,False,,$0.00,$0.00,3/1/2012,,3/19/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,150329,150329,Web Reporter 2.0,3/19/2012
$0.00,,2012-03-02T15:35:55.7,0.0,72,2/29/2012,$204.83,Lawrence J.,$0.00,$213.78,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,2/16/12 - 2/29/12,$0.00,False,,$0.00,$0.00,2/16/2012,,3/2/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,149860,149860,Web Reporter 2.0,3/2/2012
$0.00,,2012-02-17T15:31:47.837,0.0,71,2/15/2012,$213.78,Lawrence J.,$0.00,$213.78,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,2/1/12 - 2/15/12,$0.00,False,,$0.00,$0.00,2/1/2012,,2/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,149328,149328,Web Reporter 2.0,2/17/2012
$0.00,,2012-02-02T11:17:00.94,0.0,72,1/31/2012,$213.78,Lawrence J.,$0.00,$222.73,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2012,$8.95,1/16/12 - 1/31/12,$0.00,False,,$0.00,$0.00,1/16/2012,,2/2/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,148769,148769,Web Reporter 2.0,2/2/2012
$0.00,,2012-01-17T15:13:37.623,0.0,71,1/15/2012,$222.73,Lawrence J.,$0.00,$222.73,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2012,$0.00,1/1/12 - 1/15/12,$0.00,False,,$0.00,$0.00,1/1/2012,,1/17/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,147264,147264,Web Reporter 2.0,1/17/2012
$0.00,,2012-01-05T14:32:13.513,0.0,72,12/31/2011,$222.73,Lawrence J.,$0.00,$231.68,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,12/16/11 - 12/31/11,$0.00,False,,$0.00,$0.00,12/16/2011,,1/5/2012,$0.00,"Adkins, Lawrence J.",14422,60001,False,146465,146465,Web Reporter 2.0,1/5/2012
$0.00,,2011-12-16T14:48:02.67,0.0,71,12/15/2011,$231.68,Lawrence J.,$0.00,$231.68,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,12/1/11 - 12/15/11,$0.00,False,,$0.00,$0.00,12/1/2011,,12/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,145534,145534,Web Reporter 2.0,12/16/2011
$0.00,,2011-12-02T12:07:15.607,0.0,72,11/30/2011,$231.68,Lawrence J.,$0.00,$240.63,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,11/16/11 - 11/30/11,$0.00,False,,$0.00,$0.00,11/16/2011,,12/2/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,145058,145058,Web Reporter 2.0,12/2/2011
$0.00,,2011-11-17T16:08:29.633,0.0,71,11/15/2011,$240.63,Lawrence J.,$0.00,$240.63,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,11/1/11 - 11/15/11,$0.00,False,,$0.00,$0.00,11/1/2011,,11/17/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,144429,144429,Web Reporter 2.0,11/17/2011
$0.00,,2011-11-03T08:49:37.06,0.0,72,10/31/2011,$240.63,Lawrence J.,$0.00,$249.58,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,10/16/11 - 10/31/11,$0.00,False,,$0.00,$0.00,10/16/2011,,11/3/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,143662,143662,Web Reporter 2.0,11/3/2011
$0.00,,2011-10-18T14:09:11.7,0.0,71,10/15/2011,$249.58,Lawrence J.,$0.00,$249.58,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,10/1/11 - 10/15/11,$0.00,False,,$0.00,$0.00,10/1/2011,,10/18/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,142782,142782,Web Reporter 2.0,10/18/2011
$0.00,,2011-10-03T14:54:26.83,0.0,72,9/30/2011,$249.58,Lawrence J.,$0.00,$258.53,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,9/16/11 - 9/30/11,$0.00,False,,$0.00,$0.00,9/16/2011,,10/3/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,141911,141911,Web Reporter 2.0,10/3/2011
$0.00,,2011-09-16T13:44:03.55,0.0,71,9/15/2011,$258.53,Lawrence J.,$0.00,$258.53,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,9/1/11 - 9/15/11,$0.00,False,,$0.00,$0.00,9/1/2011,,9/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,141141,141141,Web Reporter 2.0,9/16/2011
$0.00,,2011-09-02T11:14:00.403,0.0,72,8/31/2011,$258.53,Lawrence J.,$0.00,$267.48,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,8/16/11 - 8/31/11,$0.00,False,,$0.00,$0.00,8/16/2011,,9/2/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,140402,140402,Web Reporter 2.0,9/2/2011
$0.00,,2011-08-16T15:29:37.243,0.0,71,8/15/2011,$267.48,Lawrence J.,$0.00,$267.48,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,8/1/11 - 8/15/11,$0.00,False,,$0.00,$0.00,8/1/2011,,8/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,139634,139634,Web Reporter 2.0,8/16/2011
$0.00,,2011-08-03T14:32:34.533,0.0,72,7/31/2011,$267.48,Lawrence J.,$0.00,$276.43,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,7/16/11 - 7/31/11,$0.00,False,,$0.00,$0.00,7/16/2011,,8/3/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,139232,139232,Web Reporter 2.0,8/3/2011
$0.00,,2011-07-19T15:00:57.37,0.0,71,7/15/2011,$276.43,Lawrence J.,$0.00,$276.43,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,7/1/11 - 7/15/11,$0.00,False,,$0.00,$0.00,7/1/2011,,7/19/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,138052,138052,Web Reporter 2.0,7/19/2011
$0.00,,2011-07-05T12:55:24.61,0.0,72,6/30/2011,$276.43,Lawrence J.,$0.00,$285.38,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,6/16/11 - 6/30/11,$0.00,False,,$0.00,$0.00,6/16/2011,,7/5/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,137039,137039,Web Reporter 2.0,7/5/2011
$0.00,,2011-06-16T14:27:12.053,0.0,71,6/15/2011,$285.38,Lawrence J.,$0.00,$285.38,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,6/1/11 - 6/15/11,$0.00,False,,$0.00,$0.00,6/1/2011,,6/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,136303,136303,Web Reporter 2.0,6/16/2011
$0.00,,2011-06-01T14:49:52.353,0.0,72,5/31/2011,$285.38,Lawrence J.,$0.00,$294.33,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,5/16/11 - 5/31/11,$0.00,False,,$0.00,$0.00,5/16/2011,,6/1/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,135657,135657,Web Reporter 2.0,6/1/2011
$0.00,,2011-05-16T11:47:38.01,0.0,71,5/15/2011,$294.33,Lawrence J.,$0.00,$294.33,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,5/1/11 - 5/15/11,$0.00,False,,$0.00,$0.00,5/1/2011,,5/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,135115,135115,Web Reporter 2.0,5/16/2011
$0.00,,2011-05-02T11:12:55.357,0.0,72,4/30/2011,$294.33,Lawrence J.,$0.00,$303.28,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,4/16/11 - 4/30/11,$0.00,False,,$0.00,$0.00,4/16/2011,,5/2/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,134540,134540,Web Reporter 2.0,5/2/2011
$0.00,,2011-04-18T13:17:05.667,0.0,71,4/15/2011,$303.28,Lawrence J.,$0.00,$303.28,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,4/1/11 - 4/15/11,$0.00,False,,$0.00,$0.00,4/1/2011,,4/18/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,133959,133959,Web Reporter 2.0,4/18/2011
$0.00,,2011-04-01T11:37:40.71,0.0,72,3/31/2011,$303.28,Lawrence J.,$0.00,$312.23,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,3/16/11 - 3/31/11,$0.00,False,,$0.00,$0.00,3/16/2011,,4/1/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,133257,133257,Web Reporter 2.0,4/1/2011
$0.00,,2011-03-17T11:03:26.447,0.0,71,3/15/2011,$312.23,Lawrence J.,$0.00,$312.23,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,3/1/11 - 3/15/11,$0.00,False,,$0.00,$0.00,3/1/2011,,3/17/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,132790,132790,Web Reporter 2.0,3/17/2011
$0.00,,2011-03-02T11:00:29.79,0.0,72,2/28/2011,$312.23,Lawrence J.,$0.00,$321.18,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,2/16/11 - 2/28/11,$0.00,False,,$0.00,$0.00,2/16/2011,,3/2/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,132156,132156,Web Reporter 2.0,3/2/2011
$0.00,,2011-02-16T13:13:18.17,0.0,71,2/15/2011,$321.18,Lawrence J.,$0.00,$321.18,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,2/1/11 - 2/15/11,$0.00,False,,$0.00,$0.00,2/1/2011,,2/16/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,131534,131534,Web Reporter 2.0,2/16/2011
$0.00,,2011-02-03T15:29:36.71,0.0,72,1/31/2011,$321.18,Lawrence J.,$0.00,$330.13,Bank Report (Days 16-End),$8.95,D,$0.00,$0.00,2011,$8.95,1/16/11 - 1/31/11,$0.00,False,,$0.00,$0.00,1/16/2011,,2/3/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,131044,131044,Web Reporter 2.0,2/3/2011
$0.00,,2011-01-18T15:24:28.097,0.0,71,1/15/2011,$330.13,Lawrence J.,$0.00,$330.13,Bank Report (Days 1-15),$0.00,D,$0.00,$0.00,2011,$0.00,1/1/11 - 1/15/11,$0.00,False,,$0.00,$0.00,1/1/2011,,1/18/2011,$0.00,"Adkins, Lawrence J.",14422,60001,False,129389,129389,Web Reporter 2.0,1/18/2011
